Position,Track Name,Artist,Streams,URL,Date,Region
105,Para Enamorarte,CNCO,2379,https://open.spotify.com/track/3B21fRFqPLmTd9zAlK0I8A,1/20/2017,ec
106,Perfect Strangers,Jonas Blue,2355,https://open.spotify.com/track/1CUVN2kn7mW5FjkqXTR2W1,1/20/2017,ec
107,Fake Love,Drake,2343,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,1/20/2017,ec
108,Work from Home,Fifth Harmony,2340,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,1/20/2017,ec
109,Work,Rihanna,2334,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,1/20/2017,ec
110,Por el Momento,Nicky Jam,2312,https://open.spotify.com/track/1GZZELGFwWsi2oLE1v1eyQ,1/20/2017,ec
111,El Perdón,Nicky Jam,2300,https://open.spotify.com/track/7qCAVkHWZkF44OzOUKf8Cr,1/20/2017,ec
112,Estrella,Nicky Jam,2264,https://open.spotify.com/track/4S2JBCs9FfFEJPLEf8YiE7,1/20/2017,ec
113,Middle,DJ Snake,2245,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,1/20/2017,ec
114,Te Busco (feat. Nicky Jam),Cosculluela,2238,https://open.spotify.com/track/6wHm04cn5HxK6pE2ITEdUS,1/20/2017,ec
115,Sugar,Maroon 5,2219,https://open.spotify.com/track/494OU6M7NOf4ICYb4zWCf5,1/20/2017,ec
116,El Perdedor - The Remix,Maluma,2216,https://open.spotify.com/track/4QsPTKvdpgkA7mBAvclZTa,1/20/2017,ec
117,Me llamas,Piso 21,2211,https://open.spotify.com/track/3jpqMaJREkmVDYlRvW1qWC,1/20/2017,ec
118,Black Beatles,Rae Sremmurd,2204,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,1/20/2017,ec
119,Hello,Karol G,2193,https://open.spotify.com/track/1PGENMzwUy16wlpZiuLS65,1/20/2017,ec
120,Sorry,Justin Bieber,2188,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,1/20/2017,ec
121,All We Know,The Chainsmokers,2176,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,1/20/2017,ec
122,Ginza,J Balvin,2158,https://open.spotify.com/track/5N8nNuTmIzkZOfcxXlygUw,1/20/2017,ec
123,De Pies a Cabeza,Maná,2154,https://open.spotify.com/track/2CkHE54EH44Qj945ynQRw7,1/20/2017,ec
124,Starving,Hailee Steinfeld,2135,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,1/20/2017,ec
125,Desde Que Estamos Juntos,Melendi,2126,https://open.spotify.com/track/66VmioeXL4i1TCfHIO8R9t,1/20/2017,ec
126,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,2114,https://open.spotify.com/track/0tICYNayWWhH9GPeFrfjfD,1/20/2017,ec
127,Nunca Me Olvides,Yandel,2108,https://open.spotify.com/track/27ebni0DfbT5Owz6W42HP8,1/20/2017,ec
128,Locuras contigo,Rombai,2101,https://open.spotify.com/track/5jMvnSyOgGY8JpvHqeyVOg,1/20/2017,ec
129,Too Good,Drake,2068,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,1/20/2017,ec
130,Quiero Que Vuelvas,Alejandro Fernandez,2067,https://open.spotify.com/track/2Zw7rSucHm0MIph9gmNiSn,1/20/2017,ec
131,"La Ocasion (feat. Arcangel, Ozuna & Anuel Aa)",De La Ghetto,2047,https://open.spotify.com/track/498YWgZPJWIA4lphXtCNma,1/20/2017,ec
132,The Scientist,Coldplay,2039,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,1/20/2017,ec
133,Solo Dance,Martin Jensen,2033,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,1/20/2017,ec
134,Sin Contrato,Maluma,2021,https://open.spotify.com/track/09S64DUkxIX9EwIaULu6yN,1/20/2017,ec
135,Encantadora,Yandel,2008,https://open.spotify.com/track/7LABrQFfRYcZUqUwng0Heb,1/20/2017,ec
136,The Greatest,Sia,2008,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO,1/20/2017,ec
137,Se Acabó,Sanluis,2002,https://open.spotify.com/track/7BHNaG7YZHjGbAAqIHQzNf,1/20/2017,ec
138,Sofia,Alvaro Soler,1998,https://open.spotify.com/track/1VoHrSS3QQ6TbpabLrFiYb,1/20/2017,ec
139,Lumbra,Cali Y El Dandee,1997,https://open.spotify.com/track/6VHdcVbiKLYYOcMbIqBcuK,1/20/2017,ec
140,Bajito,Jencarlos,1992,https://open.spotify.com/track/2q5VkfuJpCHJiFkMqNsenl,1/20/2017,ec
141,How Far I'll Go - From "Moana",Alessia Cara,1984,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,1/20/2017,ec
142,El Perdedor,Maluma,1979,https://open.spotify.com/track/1iEwyiSLAunPR6uouANE0O,1/20/2017,ec
143,Noche Loca,Marama,1946,https://open.spotify.com/track/0gzcET27nREY6aD8LJU9wD,1/20/2017,ec
144,Me Reclama,Mambo Kingz,1943,https://open.spotify.com/track/4ojwGTehgBRAg52jbFgzJg,1/20/2017,ec
145,Lean On (feat. MØ & DJ Snake),Major Lazer,1907,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4,1/20/2017,ec
146,Pumped Up Kicks,Foster The People,1890,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT,1/20/2017,ec
147,The Greatest,Sia,1889,https://open.spotify.com/track/6bLopGnirdrilrpdVB6Um1,1/20/2017,ec
148,Acércate (feat. Nicky Jam) - Remix,De La Ghetto,1886,https://open.spotify.com/track/35OC6rMxa8lJi8eDiUVShS,1/20/2017,ec
149,Pa Que Me Invitan - Spanglish Version,Jencarlos,1871,https://open.spotify.com/track/2VRssqds7rRNb4eaG9FaY8,1/20/2017,ec
150,Me Voy Enamorando - Remix,Chino & Nacho,1841,https://open.spotify.com/track/0nfBKG11Wv2bK8cPjMU5VB,1/20/2017,ec
151,Obsesionado,Farruko,1812,https://open.spotify.com/track/5Jt4zdXTd9y1zxihiNYQI1,1/20/2017,ec
152,Scars To Your Beautiful,Alessia Cara,1784,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,1/20/2017,ec
153,Stitches,Shawn Mendes,1782,https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q,1/20/2017,ec
154,Materialista,Silvestre Dangond,1779,https://open.spotify.com/track/3jqSBJ8I20iUN0Bw8NA5xQ,1/20/2017,ec
155,All of Me,John Legend,1766,https://open.spotify.com/track/2q6tgiA9tpb6DMguABwCWE,1/20/2017,ec
156,Llegaste tú (feat. Reykon),Sofia Reyes,1758,https://open.spotify.com/track/79Bm3DTEYuQsDpUVHbSRsL,1/20/2017,ec
157,On My Way,Tiësto,1731,https://open.spotify.com/track/4hiUYb2nb6NlfTP9CD38Pe,1/20/2017,ec
158,Si Tú La Ves,Nicky Jam,1731,https://open.spotify.com/track/4yN6xPLopmTLvc27pO9LIE,1/20/2017,ec
159,I Would Like,Zara Larsson,1731,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,1/20/2017,ec
160,La Rompe Corazones,Daddy Yankee,1724,https://open.spotify.com/track/4okba5wu9mMLXx79DXLKi3,1/20/2017,ec
161,All Night,The Vamps,1723,https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW,1/20/2017,ec
162,Amor y dolor,Carlos Baute,1714,https://open.spotify.com/track/4efQTJSX6Jca1hHZNi74Zd,1/20/2017,ec
163,Nota de Amor,Wisin,1704,https://open.spotify.com/track/4YW2Fr25fHwUt6qgvM1iE1,1/20/2017,ec
164,Ya No Me Duele Más,Silvestre Dangond,1693,https://open.spotify.com/track/4JnJ9ACXmtLkpH61ZvFSaM,1/20/2017,ec
165,Tu jardín con enanitos,Melendi,1688,https://open.spotify.com/track/6yCjU5j6YHbux2VQCBTTE1,1/20/2017,ec
166,Otra Copa (feat. Farruko),Justin Quiles,1684,https://open.spotify.com/track/5KX51uLJYo1S1MmITG7lHD,1/20/2017,ec
167,Cuando Se Pone a Bailar,Rombai,1671,https://open.spotify.com/track/1MpKZi1zTXpERKwxmOu1PH,1/20/2017,ec
168,Afuera del planeta,Manuel Medrano,1654,https://open.spotify.com/track/71t9GoojGIMZLySI6imKFY,1/20/2017,ec
169,Si Ella Quisiera - Remix,Justin Quiles,1653,https://open.spotify.com/track/0A2h9QjoPdbVwa9LFiijqM,1/20/2017,ec
170,Amor Prohibido,Nicky Jam,1638,https://open.spotify.com/track/41BqZaEQ9hHt4okQ3FT7wa,1/20/2017,ec
171,Now and Later,Sage The Gemini,1632,https://open.spotify.com/track/43jBqV3j3Xi1g6wO0bhIMd,1/20/2017,ec
172,Panda,Desiigner,1615,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h,1/20/2017,ec
173,Bohemian Rhapsody - Remastered 2011,Queen,1613,https://open.spotify.com/track/1AhDOtG9vPSOmsWgNW0BEY,1/20/2017,ec
174,Un Polvo,Maluma,1599,https://open.spotify.com/track/01vHGJRvJ6EZW9KO8NtZpi,1/20/2017,ec
175,Love Me Now,John Legend,1593,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89,1/20/2017,ec
176,Counting Stars,OneRepublic,1593,https://open.spotify.com/track/5edBgVtRD0fvWk140Sl21T,1/20/2017,ec
177,Can't Feel My Face,The Weeknd,1587,https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm,1/20/2017,ec
178,Bailando - Spanish Version,Enrique Iglesias,1583,https://open.spotify.com/track/32lm3769IRfcnrQV11LO4E,1/20/2017,ec
179,Vente Pa' Ca - Urban Remix,Ricky Martin,1582,https://open.spotify.com/track/3pI6VigoXHkcL3VYLJfBhq,1/20/2017,ec
180,El Ganador,Nicky Jam,1582,https://open.spotify.com/track/4Luzip43JUNRDJJR7l8bdb,1/20/2017,ec
181,Sigo Extrañándote,J Balvin,1573,https://open.spotify.com/track/6qDF4wWL49CAVbgT7yuHl8,1/20/2017,ec
182,Picky,Joey Montana,1571,https://open.spotify.com/track/4tPL9PeVZY4c0jUPtSD5nx,1/20/2017,ec
183,Fast Car,Jonas Blue,1565,https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ,1/20/2017,ec
184,Bailar - Radio Edit,Deorro,1558,https://open.spotify.com/track/1HCw8XKtTgWWU3JlEUR0qQ,1/20/2017,ec
185,Tan Fácil - Urban Remix,CNCO,1554,https://open.spotify.com/track/6ZvmnulA6jJY3lvveuCz77,1/20/2017,ec
186,Sin Contrato - Remix,Maluma,1553,https://open.spotify.com/track/2xNZeeqmwMPVKnD7FSQfgt,1/20/2017,ec
187,Mil Lágrimas,Nicky Jam,1545,https://open.spotify.com/track/5EFAloMY9VlEKrjllKoXjL,1/20/2017,ec
188,What Do You Mean?,Justin Bieber,1534,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI,1/20/2017,ec
189,Quiero Que Sepas,Juan Magán,1527,https://open.spotify.com/track/0fm7fJ4aZv6Wx0klIcyXPz,1/20/2017,ec
190,Hasta la Raíz,Natalia Lafourcade,1525,https://open.spotify.com/track/3lGMtkONrZdJ8kTCg6KIFf,1/20/2017,ec
191,Falsas Mentiras (feat. Ozuna),Los De La Nazza,1523,https://open.spotify.com/track/36JI0KHc591i9liHaFqDFG,1/20/2017,ec
192,La promesa,Melendi,1521,https://open.spotify.com/track/2GJyBJWPmnM7pK961cB6iV,1/20/2017,ec
193,Caminar de Tu Mano,Río Roma,1507,https://open.spotify.com/track/7cCRlUf8ayOJtTlWN7g8Ni,1/20/2017,ec
194,Caile (feat. Zion & De La Ghetto),Revol,1507,https://open.spotify.com/track/626rYyBfeAeleh1F5t4B70,1/20/2017,ec
195,Adventure Of A Lifetime,Coldplay,1506,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,1/20/2017,ec
196,Cocoon,Milky Chance,1504,https://open.spotify.com/track/0L87MffumRNWrY2SNUFcvs,1/20/2017,ec
197,Stole the Show,Kygo,1496,https://open.spotify.com/track/5masKPHeAOVNgxdLebIcK7,1/20/2017,ec
198,Creo en Ti,Reik,1495,https://open.spotify.com/track/0xXhgLXfEHnWJHVgRvFvdn,1/20/2017,ec
199,A Thousand Years,Christina Perri,1486,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl,1/20/2017,ec
200,Llegaste Tú,Luis Fonsi,1477,https://open.spotify.com/track/7cvw9YXDn35Ra6xCrIqVNZ,1/20/2017,ec
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,51218,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,1/21/2017,ec
2,Reggaetón Lento (Bailemos),CNCO,20802,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,1/21/2017,ec
3,Chantaje,Shakira,18399,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,1/21/2017,ec
4,Otra Vez (feat. J Balvin),Zion & Lennox,16751,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,1/21/2017,ec
5,Shape of You,Ed Sheeran,15045,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,1/21/2017,ec
6,Safari,J Balvin,14316,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,1/21/2017,ec
7,Vacaciones,Wisin,13948,https://open.spotify.com/track/3dQDid3IUNhZy1OehIfYfE,1/21/2017,ec
8,Ay Mi Dios,IAmChino,12440,https://open.spotify.com/track/6stYbAJgTszHAHZMPxWWCY,1/21/2017,ec
9,Vente Pa' Ca,Ricky Martin,12236,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,1/21/2017,ec
10,El Amante,Nicky Jam,12185,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs,1/21/2017,ec
11,Traicionera,Sebastian Yatra,10307,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT,1/21/2017,ec
12,Let Me Love You,DJ Snake,10109,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,1/21/2017,ec
13,Dile Que Tu Me Quieres,Ozuna,9783,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o,1/21/2017,ec
14,Chillax,Farruko,8893,https://open.spotify.com/track/1lxswgIpzV6HhENRvkflES,1/21/2017,ec
15,Closer,The Chainsmokers,8426,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,1/21/2017,ec
16,Andas En Mi Cabeza,Chino & Nacho,8314,https://open.spotify.com/track/5mey7CLLuFToM2P68Qu1gF,1/21/2017,ec
17,Cuatro Babys,Maluma,8224,https://open.spotify.com/track/0JoHqmlqE0W0i9prt6kcHR,1/21/2017,ec
18,Don't Wanna Know,Maroon 5,8156,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,1/21/2017,ec
19,Me Llamas (feat. Maluma) - Remix,Piso 21,8145,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX,1/21/2017,ec
20,La Bicicleta,Carlos Vives,8085,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,1/21/2017,ec
21,Starboy,The Weeknd,7888,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,1/21/2017,ec
22,Shaky Shaky,Daddy Yankee,7775,https://open.spotify.com/track/58IL315gMSTD37DOZPJ2hf,1/21/2017,ec
23,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,7440,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,1/21/2017,ec
24,My Way,Calvin Harris,7212,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,1/21/2017,ec
25,24K Magic,Bruno Mars,7185,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,1/21/2017,ec
26,One Dance,Drake,7154,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,1/21/2017,ec
27,Bailame Despacio,Xantos,7070,https://open.spotify.com/track/4OaTpLJIa2harufGxfOPUu,1/21/2017,ec
28,Me Rehúso,Danny Ocean,6502,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,1/21/2017,ec
29,Paris,The Chainsmokers,6463,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,1/21/2017,ec
30,Gyal You A Party Animal - Remix,Charly Black,6143,https://open.spotify.com/track/1AkTW13ysu0AJrwuM6UY0I,1/21/2017,ec
31,Te Quiero Pa´Mi,Don Omar,6060,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,1/21/2017,ec
32,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,5963,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,1/21/2017,ec
33,Cold Water (feat. Justin Bieber & MØ),Major Lazer,5855,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,1/21/2017,ec
34,I Feel It Coming,The Weeknd,5833,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,1/21/2017,ec
35,In the Name of Love,Martin Garrix,5814,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,1/21/2017,ec
36,Borro Cassette,Maluma,5723,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN,1/21/2017,ec
37,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",Farruko,5620,https://open.spotify.com/track/2FrnTVSHjgnEylKGdHRUK1,1/21/2017,ec
38,Fuego,Juanes,5282,https://open.spotify.com/track/0mwPE0lPOgnWf2bo14xedJ,1/21/2017,ec
39,Side To Side,Ariana Grande,5275,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,1/21/2017,ec
40,Desde Esa Noche,Thalía,5209,https://open.spotify.com/track/1pWYnQIlqxTh5bxuPmTG4E,1/21/2017,ec
41,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,5166,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,1/21/2017,ec
42,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,5143,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,1/21/2017,ec
43,DUELE EL CORAZON,Enrique Iglesias,5133,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf,1/21/2017,ec
44,Ya Me Enteré (feat. Nicky Jam) - Urban Version,Reik,4951,https://open.spotify.com/track/2SSYqDX8KTgy01NlqtUo0F,1/21/2017,ec
45,Treat You Better,Shawn Mendes,4804,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,1/21/2017,ec
46,Just Hold On,Steve Aoki,4686,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,1/21/2017,ec
47,CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's "TROLLS"),Justin Timberlake,4673,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,1/21/2017,ec
48,Bobo,J Balvin,4662,https://open.spotify.com/track/7AtlMCIauSQZqiXSlbBPW6,1/21/2017,ec
49,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Darker (Original Motion Picture Soundtrack)",ZAYN,4645,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,1/21/2017,ec
50,Traicionera - Remix,Sebastian Yatra,4223,https://open.spotify.com/track/2webQDZmtGioeu3zUUi9We,1/21/2017,ec
51,Castle on the Hill,Ed Sheeran,4169,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,1/21/2017,ec
52,Cheap Thrills,Sia,4137,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,1/21/2017,ec
53,Soy Peor,Bad Bunny,4012,https://open.spotify.com/track/5MT96Zz0ymUJNm8obKZQr0,1/21/2017,ec
54,Tan Fácil,CNCO,3905,https://open.spotify.com/track/1TxgZRcy3kZ7JaEp88MDbC,1/21/2017,ec
55,Don't Let Me Down,The Chainsmokers,3861,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,1/21/2017,ec
56,Manicomio,Cosculluela,3845,https://open.spotify.com/track/3n58u3LOFw8mITLvfPvQBz,1/21/2017,ec
57,La Gozadera,Gente De Zona,3800,https://open.spotify.com/track/0OMRAvrtLWE2TvcXorRiB9,1/21/2017,ec
58,Te Vas,Ozuna,3778,https://open.spotify.com/track/2twUPIYOTqVivev47pf7bU,1/21/2017,ec
59,Heathens,Twenty One Pilots,3711,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,1/21/2017,ec
60,Baila Conmigo,Juan Magán,3664,https://open.spotify.com/track/772io14jrMTxGJbijtDccQ,1/21/2017,ec
61,Ando buscando,Carlos Baute,3663,https://open.spotify.com/track/7BwJtE8KSbCQKOCTIAY3jX,1/21/2017,ec
62,Hear Me Now,Alok,3552,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,1/21/2017,ec
63,Gyal You A Party Animal,Charly Black,3547,https://open.spotify.com/track/1mSzZKMIPZIkn3jFV7v62b,1/21/2017,ec
64,Si Me Dices Que Si (feat. Nicky Jam),Cosculluela,3466,https://open.spotify.com/track/3noN1TxpjbjjmKqssghvg8,1/21/2017,ec
65,No Quiere Enamorarse (Remix) [feat. Daddy Yankee],Ozuna,3463,https://open.spotify.com/track/4vlbjBSMqycZk6t4HVRpnC,1/21/2017,ec
66,Hasta Que Se Seque el Malecón - Remix,Jacob Forever,3382,https://open.spotify.com/track/6sMPwcpYtxm1mlgYbp1B0t,1/21/2017,ec
67,Por Fin Te Encontré,Cali Y El Dandee,3356,https://open.spotify.com/track/3GpvoKKWZyTwgbLEM9RmWM,1/21/2017,ec
68,Faded,Alan Walker,3343,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,1/21/2017,ec
69,Photograph,Ed Sheeran,3341,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,1/21/2017,ec
70,Deja Que Te Bese,Alejandro Sanz,3274,https://open.spotify.com/track/0s6yB0ZFl1LvYHAnGhXFga,1/21/2017,ec
71,Bajo el agua,Manuel Medrano,3239,https://open.spotify.com/track/5QSYWruQQ7kBCHScI4xJ9g,1/21/2017,ec
72,Enamorándonos,Cabas,3225,https://open.spotify.com/track/0aywfeIr0tmhLZJxzqOhzP,1/21/2017,ec
73,Ruleta Rusa,Kevin Roldan,3189,https://open.spotify.com/track/77KHmKnBmVGTjRCeMVXpWH,1/21/2017,ec
74,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcangel,3127,https://open.spotify.com/track/6NSMQFKgjpQb0KkjMDYIK0,1/21/2017,ec
75,Cake By The Ocean,DNCE,3022,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,1/21/2017,ec
76,Call On Me - Ryan Riback Extended Remix,Starley,3019,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,1/21/2017,ec
77,Que Raro,Feid,3004,https://open.spotify.com/track/3kg9JvQe6QJFKUQCN1oIQz,1/21/2017,ec
78,Quisiera,CNCO,2975,https://open.spotify.com/track/4iPV0gcc8keTFl6qxqP73M,1/21/2017,ec
79,Mi Tesoro (feat. Nicky Jam),Zion & Lennox,2956,https://open.spotify.com/track/5HABnFSYvl6mTmg8nSdzHa,1/21/2017,ec
80,Encantadora - Remix,Yandel,2899,https://open.spotify.com/track/0EpFfFZpCuqYFzHvxOtrZS,1/21/2017,ec
81,Stressed Out,Twenty One Pilots,2839,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,1/21/2017,ec
82,This Is What You Came For,Calvin Harris,2810,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,1/21/2017,ec
83,Hasta el Amanecer,Nicky Jam,2810,https://open.spotify.com/track/5Fim1gaXBgsiFfsQAfQSDS,1/21/2017,ec
84,Corazon De Seda (feat. Ozuna),Klasico,2805,https://open.spotify.com/track/0uRHot8ml8U8cYVwwzMwNT,1/21/2017,ec
85,Alone,Alan Walker,2766,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,1/21/2017,ec
86,Say You Won't Let Go,James Arthur,2746,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,1/21/2017,ec
87,Thinking Out Loud,Ed Sheeran,2741,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,1/21/2017,ec
88,El Chisme,Reykon,2721,https://open.spotify.com/track/4VXejnj5WgM6H72ct2fSgQ,1/21/2017,ec
89,Ride,Twenty One Pilots,2720,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,1/21/2017,ec
90,Ya No Me Duele Más - Remix,Silvestre Dangond,2716,https://open.spotify.com/track/4CTjql34LKCJy5WOSgEhvA,1/21/2017,ec
91,"0 Sentimientos (Remix) [feat. Noriel, Darkiel, Lyan, Messiah & Baby Rasta]",Jon Z,2706,https://open.spotify.com/track/4COGASZEbAxmH6k5gYMo6G,1/21/2017,ec
92,Me Ama Me Odia,Ozuna,2644,https://open.spotify.com/track/6041gM9Th1ViQcnzkIxnuv,1/21/2017,ec
93,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,2643,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT,1/21/2017,ec
94,Superhéroe,Nicky Jam,2610,https://open.spotify.com/track/5o35aPa2xPLLC3rw7Hoc83,1/21/2017,ec
95,Ya Me Enteré,Reik,2594,https://open.spotify.com/track/0lPXFrKyl8HkdQ2E6NmNja,1/21/2017,ec
96,Hymn For The Weekend - Seeb Remix,Coldplay,2573,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,1/21/2017,ec
97,La Rompe Corazones,Daddy Yankee,2558,https://open.spotify.com/track/4okba5wu9mMLXx79DXLKi3,1/21/2017,ec
98,Love Yourself,Justin Bieber,2512,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,1/21/2017,ec
99,Para Enamorarte,CNCO,2485,https://open.spotify.com/track/3B21fRFqPLmTd9zAlK0I8A,1/21/2017,ec
100,Qué Gano Olvidándote - Versión Urbana,Reik,2484,https://open.spotify.com/track/3H179O48ynsu9q8LOnFQZY,1/21/2017,ec
101,El Perdedor - The Remix,Maluma,2430,https://open.spotify.com/track/4QsPTKvdpgkA7mBAvclZTa,1/21/2017,ec
102,By Your Side,Jonas Blue,2402,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,1/21/2017,ec
103,How Far I'll Go - From "Moana",Alessia Cara,2400,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,1/21/2017,ec
104,Una y otra vez,Manuel Medrano,2376,https://open.spotify.com/track/0bK3jxkbq5cDKWr68KtO8G,1/21/2017,ec
105,Hello,Karol G,2373,https://open.spotify.com/track/1PGENMzwUy16wlpZiuLS65,1/21/2017,ec
106,Te Busco (feat. Nicky Jam),Cosculluela,2332,https://open.spotify.com/track/6wHm04cn5HxK6pE2ITEdUS,1/21/2017,ec
107,Dueles,Jesse & Joy,2331,https://open.spotify.com/track/1iRvhKiXRElIH2Uf4gd95P,1/21/2017,ec
108,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,2321,https://open.spotify.com/track/0tICYNayWWhH9GPeFrfjfD,1/21/2017,ec
109,Shed a Light,Robin Schulz,2301,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,1/21/2017,ec
110,Work from Home,Fifth Harmony,2279,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,1/21/2017,ec
111,Sin Contrato,Maluma,2265,https://open.spotify.com/track/09S64DUkxIX9EwIaULu6yN,1/21/2017,ec
112,Mercy,Shawn Mendes,2259,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,1/21/2017,ec
