Position,Track Name,Artist,Streams,URL,Date,Region
51,Por Fin Te Encontré,Cali Y El Dandee,3626,https://open.spotify.com/track/3GpvoKKWZyTwgbLEM9RmWM,1/3/2017,ec
52,Photograph,Ed Sheeran,3582,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,1/3/2017,ec
53,This Is What You Came For,Calvin Harris,3554,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,1/3/2017,ec
54,Ride,Twenty One Pilots,3467,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,1/3/2017,ec
55,Cake By The Ocean,DNCE,3448,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,1/3/2017,ec
56,No Quiere Enamorarse (Remix) [feat. Daddy Yankee],Ozuna,3336,https://open.spotify.com/track/4vlbjBSMqycZk6t4HVRpnC,1/3/2017,ec
57,Enamorándonos,Cabas,3327,https://open.spotify.com/track/0aywfeIr0tmhLZJxzqOhzP,1/3/2017,ec
58,Work from Home,Fifth Harmony,3300,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,1/3/2017,ec
59,Deja Que Te Bese,Alejandro Sanz,3254,https://open.spotify.com/track/0s6yB0ZFl1LvYHAnGhXFga,1/3/2017,ec
60,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Darker (Original Motion Picture Soundtrack)",ZAYN,3191,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,1/3/2017,ec
61,Ruleta Rusa,Kevin Roldan,3185,https://open.spotify.com/track/77KHmKnBmVGTjRCeMVXpWH,1/3/2017,ec
62,Faded,Alan Walker,3176,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,1/3/2017,ec
63,Manicomio,Cosculluela,3160,https://open.spotify.com/track/3n58u3LOFw8mITLvfPvQBz,1/3/2017,ec
64,Work,Rihanna,3105,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,1/3/2017,ec
65,Stressed Out,Twenty One Pilots,3095,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,1/3/2017,ec
66,Thinking Out Loud,Ed Sheeran,3076,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,1/3/2017,ec
67,Una y otra vez,Manuel Medrano,3017,https://open.spotify.com/track/0bK3jxkbq5cDKWr68KtO8G,1/3/2017,ec
68,Me Rehúso,Danny Ocean,3008,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,1/3/2017,ec
69,Love Yourself,Justin Bieber,2997,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,1/3/2017,ec
70,Hymn For The Weekend - Seeb Remix,Coldplay,2946,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,1/3/2017,ec
71,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,2830,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT,1/3/2017,ec
72,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,2788,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,1/3/2017,ec
73,Bajo el agua,Manuel Medrano,2761,https://open.spotify.com/track/5QSYWruQQ7kBCHScI4xJ9g,1/3/2017,ec
74,Hasta Que Se Seque el Malecón - Remix,Jacob Forever,2738,https://open.spotify.com/track/6sMPwcpYtxm1mlgYbp1B0t,1/3/2017,ec
75,Perfect Strangers,Jonas Blue,2732,https://open.spotify.com/track/5bZtRlMBU76vHuDOb1GM5u,1/3/2017,ec
76,Say You Won't Let Go,James Arthur,2683,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,1/3/2017,ec
77,Quisiera,CNCO,2651,https://open.spotify.com/track/4iPV0gcc8keTFl6qxqP73M,1/3/2017,ec
78,Just Hold On,Steve Aoki,2641,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,1/3/2017,ec
79,Ya Me Enteré,Reik,2594,https://open.spotify.com/track/0lPXFrKyl8HkdQ2E6NmNja,1/3/2017,ec
80,Starving,Hailee Steinfeld,2588,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,1/3/2017,ec
81,"La Ocasion (feat. Arcangel, Ozuna & Anuel Aa)",De La Ghetto,2574,https://open.spotify.com/track/498YWgZPJWIA4lphXtCNma,1/3/2017,ec
82,Corazon De Seda (feat. Ozuna),Klasico,2573,https://open.spotify.com/track/0uRHot8ml8U8cYVwwzMwNT,1/3/2017,ec
83,Que Raro,Feid,2541,https://open.spotify.com/track/3kg9JvQe6QJFKUQCN1oIQz,1/3/2017,ec
84,El Chisme,Reykon,2538,https://open.spotify.com/track/4VXejnj5WgM6H72ct2fSgQ,1/3/2017,ec
85,All We Know,The Chainsmokers,2523,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,1/3/2017,ec
86,Black Beatles,Rae Sremmurd,2502,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,1/3/2017,ec
87,Encantadora - Remix,Yandel,2491,https://open.spotify.com/track/0EpFfFZpCuqYFzHvxOtrZS,1/3/2017,ec
88,Dueles,Jesse & Joy,2464,https://open.spotify.com/track/1iRvhKiXRElIH2Uf4gd95P,1/3/2017,ec
89,Encantadora,Yandel,2455,https://open.spotify.com/track/7LABrQFfRYcZUqUwng0Heb,1/3/2017,ec
90,Mercy,Shawn Mendes,2425,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,1/3/2017,ec
91,The Greatest,Sia,2411,https://open.spotify.com/track/6bLopGnirdrilrpdVB6Um1,1/3/2017,ec
92,Middle,DJ Snake,2361,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,1/3/2017,ec
93,Fake Love,Drake,2357,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,1/3/2017,ec
94,Mi Tesoro (feat. Nicky Jam),Zion & Lennox,2355,https://open.spotify.com/track/5HABnFSYvl6mTmg8nSdzHa,1/3/2017,ec
95,Traicionera - Remix,Sebastian Yatra,2296,https://open.spotify.com/track/2webQDZmtGioeu3zUUi9We,1/3/2017,ec
96,Me Ama Me Odia,Ozuna,2234,https://open.spotify.com/track/6041gM9Th1ViQcnzkIxnuv,1/3/2017,ec
97,Me llamas,Piso 21,2227,https://open.spotify.com/track/3jpqMaJREkmVDYlRvW1qWC,1/3/2017,ec
98,Te Busco (feat. Nicky Jam),Cosculluela,2165,https://open.spotify.com/track/6wHm04cn5HxK6pE2ITEdUS,1/3/2017,ec
99,El Perdedor - The Remix,Maluma,2159,https://open.spotify.com/track/4QsPTKvdpgkA7mBAvclZTa,1/3/2017,ec
100,The Scientist,Coldplay,2151,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,1/3/2017,ec
101,El Perdedor,Maluma,2140,https://open.spotify.com/track/1iEwyiSLAunPR6uouANE0O,1/3/2017,ec
102,Lean On (feat. MØ & DJ Snake),Major Lazer,2138,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4,1/3/2017,ec
103,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,2126,https://open.spotify.com/track/0tICYNayWWhH9GPeFrfjfD,1/3/2017,ec
104,De Pies a Cabeza,Maná,2124,https://open.spotify.com/track/2CkHE54EH44Qj945ynQRw7,1/3/2017,ec
105,By Your Side,Jonas Blue,2094,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,1/3/2017,ec
106,Para Enamorarte,CNCO,2092,https://open.spotify.com/track/3B21fRFqPLmTd9zAlK0I8A,1/3/2017,ec
107,Noche Loca,Marama,2091,https://open.spotify.com/track/0gzcET27nREY6aD8LJU9wD,1/3/2017,ec
108,Quiero Que Vuelvas,Alejandro Fernandez,2073,https://open.spotify.com/track/2Zw7rSucHm0MIph9gmNiSn,1/3/2017,ec
109,Sugar,Maroon 5,2060,https://open.spotify.com/track/494OU6M7NOf4ICYb4zWCf5,1/3/2017,ec
110,Ginza,J Balvin,2058,https://open.spotify.com/track/5N8nNuTmIzkZOfcxXlygUw,1/3/2017,ec
111,Call On Me - Ryan Riback Extended Remix,Starley,2051,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,1/3/2017,ec
112,Alone,Alan Walker,2044,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,1/3/2017,ec
113,Hear Me Now,Alok,2026,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,1/3/2017,ec
114,Sofia,Alvaro Soler,2015,https://open.spotify.com/track/1VoHrSS3QQ6TbpabLrFiYb,1/3/2017,ec
115,Se Acabó,Sanluis,1983,https://open.spotify.com/track/7BHNaG7YZHjGbAAqIHQzNf,1/3/2017,ec
116,Obsesionado,Farruko,1974,https://open.spotify.com/track/5Jt4zdXTd9y1zxihiNYQI1,1/3/2017,ec
117,Hello,Karol G,1939,https://open.spotify.com/track/1PGENMzwUy16wlpZiuLS65,1/3/2017,ec
118,Locuras contigo,Rombai,1930,https://open.spotify.com/track/5jMvnSyOgGY8JpvHqeyVOg,1/3/2017,ec
119,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcangel,1909,https://open.spotify.com/track/6NSMQFKgjpQb0KkjMDYIK0,1/3/2017,ec
120,Si Ella Quisiera,Justin Quiles,1885,https://open.spotify.com/track/7cIkMEpDhT7Vpw1FHOQqKC,1/3/2017,ec
121,Shed a Light,Robin Schulz,1879,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,1/3/2017,ec
122,Ando buscando,Carlos Baute,1876,https://open.spotify.com/track/7BwJtE8KSbCQKOCTIAY3jX,1/3/2017,ec
123,Amor y dolor,Carlos Baute,1876,https://open.spotify.com/track/4efQTJSX6Jca1hHZNi74Zd,1/3/2017,ec
124,Sorry,Justin Bieber,1863,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,1/3/2017,ec
125,Sin Contrato,Maluma,1861,https://open.spotify.com/track/09S64DUkxIX9EwIaULu6yN,1/3/2017,ec
126,Stitches,Shawn Mendes,1852,https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q,1/3/2017,ec
127,Nunca Me Olvides,Yandel,1836,https://open.spotify.com/track/27ebni0DfbT5Owz6W42HP8,1/3/2017,ec
128,Me Reclama,Mambo Kingz,1827,https://open.spotify.com/track/4ojwGTehgBRAg52jbFgzJg,1/3/2017,ec
129,Si Me Dices Que Si (feat. Nicky Jam),Cosculluela,1800,https://open.spotify.com/track/3noN1TxpjbjjmKqssghvg8,1/3/2017,ec
130,Desde Que Estamos Juntos,Melendi,1765,https://open.spotify.com/track/66VmioeXL4i1TCfHIO8R9t,1/3/2017,ec
131,Into You,Ariana Grande,1762,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0,1/3/2017,ec
132,Trumpets,Sak Noel & Salvi,1751,https://open.spotify.com/track/5dH7o4TP3HYLvCjo4QAhhv,1/3/2017,ec
133,Can't Feel My Face,The Weeknd,1746,https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm,1/3/2017,ec
134,Fast Car,Jonas Blue,1746,https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ,1/3/2017,ec
135,Acércate (feat. Nicky Jam) - Remix,De La Ghetto,1743,https://open.spotify.com/track/35OC6rMxa8lJi8eDiUVShS,1/3/2017,ec
136,What Do You Mean?,Justin Bieber,1736,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI,1/3/2017,ec
137,Send My Love (To Your New Lover),Adele,1731,https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb,1/3/2017,ec
138,Me Voy Enamorando - Remix,Chino & Nacho,1729,https://open.spotify.com/track/0nfBKG11Wv2bK8cPjMU5VB,1/3/2017,ec
139,Pa Que Me Invitan - Spanglish Version,Jencarlos,1710,https://open.spotify.com/track/2VRssqds7rRNb4eaG9FaY8,1/3/2017,ec
140,7 Years,Lukas Graham,1707,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L,1/3/2017,ec
141,Hymn For The Weekend,Coldplay,1703,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,1/3/2017,ec
142,El Perdón,Nicky Jam,1688,https://open.spotify.com/track/7qCAVkHWZkF44OzOUKf8Cr,1/3/2017,ec
143,Bad Things (with Camila Cabello),Machine Gun Kelly,1686,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,1/3/2017,ec
144,Adventure Of A Lifetime,Coldplay,1670,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,1/3/2017,ec
145,Stole the Show,Kygo,1668,https://open.spotify.com/track/5masKPHeAOVNgxdLebIcK7,1/3/2017,ec
146,Too Good,Drake,1659,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,1/3/2017,ec
147,The Mack,Nevada,1639,https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO,1/3/2017,ec
148,Pumped Up Kicks,Foster The People,1639,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT,1/3/2017,ec
149,Nota de Amor,Wisin,1635,https://open.spotify.com/track/4YW2Fr25fHwUt6qgvM1iE1,1/3/2017,ec
150,La Bicicleta - Remix,Carlos Vives,1624,https://open.spotify.com/track/7IRuf7FrdQvOGs0g9mSNGr,1/3/2017,ec
151,Materialista,Silvestre Dangond,1616,https://open.spotify.com/track/3jqSBJ8I20iUN0Bw8NA5xQ,1/3/2017,ec
152,Panda,Desiigner,1601,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h,1/3/2017,ec
153,Picky,Joey Montana,1600,https://open.spotify.com/track/4tPL9PeVZY4c0jUPtSD5nx,1/3/2017,ec
154,Hello,Adele,1585,https://open.spotify.com/track/4sPmO7WMQUAf45kwMOtONw,1/3/2017,ec
155,Scars To Your Beautiful,Alessia Cara,1582,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,1/3/2017,ec
156,All of Me,John Legend,1581,https://open.spotify.com/track/2q6tgiA9tpb6DMguABwCWE,1/3/2017,ec
157,The Greatest,Sia,1581,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO,1/3/2017,ec
158,Tan Fácil - Urban Remix,CNCO,1573,https://open.spotify.com/track/6ZvmnulA6jJY3lvveuCz77,1/3/2017,ec
159,Bajito,Jencarlos,1567,https://open.spotify.com/track/2q5VkfuJpCHJiFkMqNsenl,1/3/2017,ec
160,She Will Be Loved - Radio Mix,Maroon 5,1566,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16,1/3/2017,ec
161,Bohemian Rhapsody - Remastered 2011,Queen,1546,https://open.spotify.com/track/1AhDOtG9vPSOmsWgNW0BEY,1/3/2017,ec
162,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,1521,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,1/3/2017,ec
163,Me Quema,Paulina Rubio,1516,https://open.spotify.com/track/0VjbN2rfs40mHQ5mZN9UCE,1/3/2017,ec
164,Firestone,Kygo,1515,https://open.spotify.com/track/1I8tHoNBFTuoJAlh4hfVVE,1/3/2017,ec
165,Sex,Cheat Codes,1513,https://open.spotify.com/track/5DA77EqppDmCTWGovd4oTP,1/3/2017,ec
166,Bailar - Radio Edit,Deorro,1504,https://open.spotify.com/track/1HCw8XKtTgWWU3JlEUR0qQ,1/3/2017,ec
167,Lush Life,Zara Larsson,1491,https://open.spotify.com/track/1rIKgCH4H52lrvDcz50hS8,1/3/2017,ec
168,Hasta la Raíz,Natalia Lafourcade,1481,https://open.spotify.com/track/3lGMtkONrZdJ8kTCg6KIFf,1/3/2017,ec
169,Embriágame (feat. Don Omar) - Remix,Zion & Lennox,1479,https://open.spotify.com/track/1WOJTQfNUEkLlsinPP95VM,1/3/2017,ec
170,Tu jardín con enanitos,Melendi,1475,https://open.spotify.com/track/6yCjU5j6YHbux2VQCBTTE1,1/3/2017,ec
171,Bailando - Spanish Version,Enrique Iglesias,1474,https://open.spotify.com/track/32lm3769IRfcnrQV11LO4E,1/3/2017,ec
172,Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,1467,https://open.spotify.com/track/0uVyZywUNOp6S0dU5r8TS8,1/3/2017,ec
173,How Deep Is Your Love,Calvin Harris,1466,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s,1/3/2017,ec
174,Soy Peor,Bad Bunny,1461,https://open.spotify.com/track/5MT96Zz0ymUJNm8obKZQr0,1/3/2017,ec
175,Sugar (feat. Francesco Yates),Robin Schulz,1460,https://open.spotify.com/track/5tf1VVWniHgryyumXyJM7w,1/3/2017,ec
176,Falsas Mentiras (feat. Ozuna),Los De La Nazza,1459,https://open.spotify.com/track/36JI0KHc591i9liHaFqDFG,1/3/2017,ec
177,Quiero Que Sepas,Juan Magán,1456,https://open.spotify.com/track/0fm7fJ4aZv6Wx0klIcyXPz,1/3/2017,ec
178,Final Song,MØ,1449,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7,1/3/2017,ec
179,Counting Stars,OneRepublic,1439,https://open.spotify.com/track/5edBgVtRD0fvWk140Sl21T,1/3/2017,ec
180,Love Me Now,John Legend,1425,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89,1/3/2017,ec
181,Traidora,Gente De Zona,1420,https://open.spotify.com/track/7Fl3wSxRqBljyQH8dJSz9c,1/3/2017,ec
182,No Money,Galantis,1420,https://open.spotify.com/track/0gb1J5UrTpzaU1s3nupgCd,1/3/2017,ec
183,Uptown Funk,Mark Ronson,1412,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS,1/3/2017,ec
184,Si Ella Quisiera - Remix,Justin Quiles,1411,https://open.spotify.com/track/0A2h9QjoPdbVwa9LFiijqM,1/3/2017,ec
185,Time of Our Lives,Pitbull,1408,https://open.spotify.com/track/2bJvI42r8EF3wxjOuDav4r,1/3/2017,ec
186,Caminar de Tu Mano,Río Roma,1407,https://open.spotify.com/track/7cCRlUf8ayOJtTlWN7g8Ni,1/3/2017,ec
187,I'm Yours,Jason Mraz,1406,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW,1/3/2017,ec
188,Stay,Kygo,1398,https://open.spotify.com/track/2FiSTH0GYpIioUgjfzMIja,1/3/2017,ec
189,Kill Em With Kindness,Selena Gomez,1398,https://open.spotify.com/track/7KxhSJOYiqCDclXDBNlFSZ,1/3/2017,ec
190,Llegaste tú (feat. Reykon),Sofia Reyes,1396,https://open.spotify.com/track/79Bm3DTEYuQsDpUVHbSRsL,1/3/2017,ec
191,"Me, Myself & I",G-Eazy,1393,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC,1/3/2017,ec
192,A Thousand Years,Christina Perri,1391,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl,1/3/2017,ec
193,Let Me Hold You (Turn Me On),Dante Klein,1389,https://open.spotify.com/track/0lmdsH1MIoLsMymnNpd6HU,1/3/2017,ec
194,Afuera del planeta,Manuel Medrano,1383,https://open.spotify.com/track/71t9GoojGIMZLySI6imKFY,1/3/2017,ec
195,Now and Later,Sage The Gemini,1360,https://open.spotify.com/track/08WPvDEsHvTFuB9w8tC2OS,1/3/2017,ec
196,Qué Gano Olvidándote,Reik,1357,https://open.spotify.com/track/7iXRsjttPa62GpOcqsx1aE,1/3/2017,ec
197,Sin Contrato - Remix,Maluma,1351,https://open.spotify.com/track/2xNZeeqmwMPVKnD7FSQfgt,1/3/2017,ec
198,Let Her Go,Passenger,1349,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h,1/3/2017,ec
199,DM,Mueka,1349,https://open.spotify.com/track/0YwxZXiwZDJbWhfQJMIn8u,1/3/2017,ec
200,Tu y Yo (feat. Daddy Yankee),Tommy Torres,1347,https://open.spotify.com/track/5Hiu520lWG4YPrMugnNnkP,1/3/2017,ec
1,Reggaetón Lento (Bailemos),CNCO,18146,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,1/4/2017,ec
2,Chantaje,Shakira,16582,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,1/4/2017,ec
3,Otra Vez (feat. J Balvin),Zion & Lennox,14602,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,1/4/2017,ec
4,Vente Pa' Ca,Ricky Martin,12413,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,1/4/2017,ec
5,Safari,J Balvin,12386,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,1/4/2017,ec
6,Let Me Love You,DJ Snake,11303,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,1/4/2017,ec
7,Ay Mi Dios,IAmChino,10134,https://open.spotify.com/track/6stYbAJgTszHAHZMPxWWCY,1/4/2017,ec
8,Closer,The Chainsmokers,9747,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,1/4/2017,ec
9,Vacaciones,Wisin,9544,https://open.spotify.com/track/3dQDid3IUNhZy1OehIfYfE,1/4/2017,ec
10,Traicionera,Sebastian Yatra,9073,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT,1/4/2017,ec
11,Starboy,The Weeknd,8903,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,1/4/2017,ec
12,Dile Que Tu Me Quieres,Ozuna,8808,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o,1/4/2017,ec
13,Don't Wanna Know,Maroon 5,8241,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,1/4/2017,ec
14,24K Magic,Bruno Mars,7978,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,1/4/2017,ec
15,One Dance,Drake,7901,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,1/4/2017,ec
16,La Bicicleta,Carlos Vives,7794,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,1/4/2017,ec
17,Chillax,Farruko,7708,https://open.spotify.com/track/1lxswgIpzV6HhENRvkflES,1/4/2017,ec
18,Andas En Mi Cabeza,Chino & Nacho,7621,https://open.spotify.com/track/5mey7CLLuFToM2P68Qu1gF,1/4/2017,ec
19,My Way,Calvin Harris,7338,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,1/4/2017,ec
20,Cuatro Babys,Maluma,7116,https://open.spotify.com/track/0JoHqmlqE0W0i9prt6kcHR,1/4/2017,ec
21,Cold Water (feat. Justin Bieber & MØ),Major Lazer,6856,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,1/4/2017,ec
22,Me Llamas (feat. Maluma) - Remix,Piso 21,6757,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX,1/4/2017,ec
23,Shaky Shaky,Daddy Yankee,6700,https://open.spotify.com/track/58IL315gMSTD37DOZPJ2hf,1/4/2017,ec
24,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,6466,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,1/4/2017,ec
25,In the Name of Love,Martin Garrix,6358,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,1/4/2017,ec
26,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,6240,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,1/4/2017,ec
27,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,6153,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,1/4/2017,ec
28,DUELE EL CORAZON,Enrique Iglesias,5814,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf,1/4/2017,ec
29,Bailame Despacio,Xantos,5798,https://open.spotify.com/track/4OaTpLJIa2harufGxfOPUu,1/4/2017,ec
30,I Feel It Coming,The Weeknd,5772,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,1/4/2017,ec
31,Borro Cassette,Maluma,5706,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN,1/4/2017,ec
32,Don't Let Me Down,The Chainsmokers,5623,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,1/4/2017,ec
33,Treat You Better,Shawn Mendes,5445,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,1/4/2017,ec
34,Gyal You A Party Animal - Remix,Charly Black,5429,https://open.spotify.com/track/1AkTW13ysu0AJrwuM6UY0I,1/4/2017,ec
35,CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's "TROLLS"),Justin Timberlake,5272,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,1/4/2017,ec
36,Cheap Thrills,Sia,5137,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,1/4/2017,ec
37,Ya Me Enteré (feat. Nicky Jam) - Urban Version,Reik,5100,https://open.spotify.com/track/2SSYqDX8KTgy01NlqtUo0F,1/4/2017,ec
38,Side To Side,Ariana Grande,4993,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,1/4/2017,ec
39,Te Quiero Pa´Mi,Don Omar,4791,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,1/4/2017,ec
40,Desde Esa Noche,Thalía,4742,https://open.spotify.com/track/1pWYnQIlqxTh5bxuPmTG4E,1/4/2017,ec
41,Heathens,Twenty One Pilots,4699,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,1/4/2017,ec
42,Baila Conmigo,Juan Magán,4686,https://open.spotify.com/track/772io14jrMTxGJbijtDccQ,1/4/2017,ec
43,Bobo,J Balvin,4557,https://open.spotify.com/track/7AtlMCIauSQZqiXSlbBPW6,1/4/2017,ec
44,Fuego,Juanes,4483,https://open.spotify.com/track/0mwPE0lPOgnWf2bo14xedJ,1/4/2017,ec
45,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",Farruko,4300,https://open.spotify.com/track/2FrnTVSHjgnEylKGdHRUK1,1/4/2017,ec
46,Tan Fácil,CNCO,4289,https://open.spotify.com/track/1TxgZRcy3kZ7JaEp88MDbC,1/4/2017,ec
47,This Is What You Came For,Calvin Harris,4236,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,1/4/2017,ec
48,Gyal You A Party Animal,Charly Black,4219,https://open.spotify.com/track/1mSzZKMIPZIkn3jFV7v62b,1/4/2017,ec
49,La Gozadera,Gente De Zona,4105,https://open.spotify.com/track/0OMRAvrtLWE2TvcXorRiB9,1/4/2017,ec
50,Te Vas,Ozuna,4103,https://open.spotify.com/track/2twUPIYOTqVivev47pf7bU,1/4/2017,ec
51,Hasta el Amanecer,Nicky Jam,3974,https://open.spotify.com/track/5Fim1gaXBgsiFfsQAfQSDS,1/4/2017,ec
52,Photograph,Ed Sheeran,3566,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,1/4/2017,ec
53,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Darker (Original Motion Picture Soundtrack)",ZAYN,3551,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,1/4/2017,ec
54,Just Hold On,Steve Aoki,3445,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,1/4/2017,ec
55,Ride,Twenty One Pilots,3420,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,1/4/2017,ec
56,Ruleta Rusa,Kevin Roldan,3405,https://open.spotify.com/track/77KHmKnBmVGTjRCeMVXpWH,1/4/2017,ec
57,Cake By The Ocean,DNCE,3344,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,1/4/2017,ec
58,Manicomio,Cosculluela,3336,https://open.spotify.com/track/3n58u3LOFw8mITLvfPvQBz,1/4/2017,ec
59,Work from Home,Fifth Harmony,3327,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,1/4/2017,ec
